No.,NT_Name {properties.title},ID,DCMSList,Strapline,Y {latitude},X {longitude},Lines,Town,County,Country,Postcode,Region,Phone,Email,Website {properties.url},"{$.@id=""https://w3id.org/locolligo/National-Trust-Sites""}"
494,575 Wandsworth Road,4504,1,An extraordinary home and an intriguing work of art,51.46979,-0.140628,575 Wandsworth Road; Lambeth,London,London,England,SW8 3JD,London and South East,--,575wandsworthroad@nationaltrust.org.uk,https://www.nationaltrust.org.uk/575-wandsworth-road,
495,Minnowburn,5036,0,"Close to the city, in the heart of the country",54.548434,-5.9526157,Edenderry Road,Belfast,County Down,Northern Ireland,BT8 8LE,Northern Ireland,4.42891E+11,belfast@nationaltrust.org.uk,https://www.nationaltrust.org.uk/minnowburn,
496,Sundon Hills Country Park,6195,0,One of the highest points in Bedfordshire,51.946487,-0.476063,Harlington Road,Upper Sundon,Bedfordshire,England,--,East of England,4.41583E+11,sundonhills@nationaltrust.org.uk,--,
497,Cotehele Mill,653,1,A Victorian watermill and workshops nestled in a wooded valley,50.492164,-4.233089,St Dominick,near Saltash,Cornwall,England,PL12 6TA,South West,4.41579E+11,cotehele@nationaltrust.org.uk,https://www.nationaltrust.org.uk/cotehele-mill,
498,Baddesley Clinton,21,1,"Discover a secluded, intimate estate set in the heart of the Forest of Arden with 500 years of fascinating and unexpected stories",52.343832,-1.7084634,Rising Lane,Baddesley Clinton,Warwickshire,England,B93 0DQ,Midlands,4.41565E+11,baddesleyclinton@nationaltrust.org.uk,https://www.nationaltrust.org.uk/baddesley-clinton,
499,Morven Park,6193,0,20 acres of peaceful parkland located in the heart of Potters Bar,51.700131,-0.174226,Hatfield Road,Potters Bar,Hertfordshire,England,EN6 1HS,East of England,4.47795E+11,morvenpark@nationaltrust.org.uk,https://www.nationaltrust.org.uk/morven-park,
500,Red House,2503,1,Iconic Arts and Crafts home of William and Jane Morris and the centre of the Pre-Raphaelite circle.,51.455623,0.13025478,Red House Lane,Bexleyheath,London,England,DA6 8JF,London and South East,4.42083E+11,red.house@nationaltrust.org.uk,https://www.nationaltrust.org.uk/red-house,
501,Allan Bank and Grasmere,5215,1,The loveliest spot that man hath ever found,54.460536,-3.029754,Allan Bank; Grasmere,Ambleside,Cumbria,England,LA22 9QB,North West,4.41539E+11,allanbank@nationaltrust.org.uk,https://www.nationaltrust.org.uk/allan-bank-and-grasmere,
502,Stoneacre,315,1,Medieval yeoman's house and garden,51.2533,0.58178,Otham,Maidstone,Kent,England,ME15 8RS,London and South East,4.41581E+11,stoneacre@nationaltrust.org.uk,https://www.nationaltrust.org.uk/stoneacre,
503,River Wey and Godalming Navigations and Dapdune Wharf,279,1,Tranquil waterway running for nearly 20 miles through the heart of Surrey,51.2421,-0.57808,Navigations Office and Dapdune Wharf; Wharf Road,Guildford,Surrey,England,GU1 4RR,London and South East,4.41484E+11,riverwey@nationaltrust.org.uk,https://www.nationaltrust.org.uk/river-wey-and-godalming-navigations-and-dapdune-wharf,
504,Lyveden,216,1,Intriguing Elizabethan lodge and moated garden,52.458401,-0.5502,--,near Oundle,Northamptonshire,England,PE8 5AT,Midlands,4.41832E+11,lyveden@nationaltrust.org.uk,https://www.nationaltrust.org.uk/lyveden,
505,Budlake Old Post Office,90007,1,Old village Post Office,50.789093,-3.4482353,Broadclyst; Killerton,Exeter,Devon,England,EX5 3LW,South West,4.41393E+11,budlakepostoffice@nationaltrust.org.uk,https://www.nationaltrust.org.uk/budlake-old-post-office,
506,Salcombe to Hope Cove,5123,0,"A coastline of dramatic cliffs, open farmland and sandy coves",50.231093,-3.839207,--,Salcombe,Devon,England,--,South West,4.41752E+11,salcombe@nationaltrust.org.uk,--,
507,Hawford Dovecote,164,1,16th-century half-timbered dovecote,52.242401,-2.22556,--,Hawford,Worcestershire,England,WR3 7SG,Midlands,4.41528E+11,hawforddovecote@nationaltrust.org.uk,https://www.nationaltrust.org.uk/hawford-dovecote,
508,Florence Court,133,1,Beautiful 18th-century home set on a sustainable estate and gardens,54.258301,-7.72989,--,Enniskillen,County Fermanagh,Northern Ireland,BT92 1DB,Northern Ireland,4.42866E+11,florencecourt@nationaltrust.org.uk,https://www.nationaltrust.org.uk/florence-court,
509,West Green House Garden,358,1,Celebrated garden with an intriguing collection of follies,51.3027,-0.9343,West Green,Hartley Wintney,Hampshire,England,RG27 8JB,London and South East,4.41253E+11,thevyne@nationaltrust.org.uk,https://www.nationaltrust.org.uk/west-green-house-garden,
510,Mottistone Gardens and Estate,233,1,Enchanting gardens set in a sheltered valley and surrounded by rolling downland,50.652447,-1.4283997,Mottistone,near Brighstone,Isle of Wight,England,PO30 4ED,London and South East,4.41984E+11,mottistonegardens@nationaltrust.org.uk,https://www.nationaltrust.org.uk/mottistone-gardens-and-estate,
511,Paycocke's House and Garden,257,1,A stunning Tudor merchant's house whose walls have more than a few stories to tell,51.87075,0.68338,25 West Street; Coggeshall,Colchester,Essex,England,CO6 1NS,East of England,4.41377E+11,paycockes@nationaltrust.org.uk,https://www.nationaltrust.org.uk/paycockes-house-and-garden,
512,Ickworth,182,1,An Italianate Palace in the heart of Suffolk,52.222136,0.6563212,The Rotunda; Horringer,Bury St Edmunds,Suffolk,England,IP29 5QE,East of England,4.41285E+11,ickworth@nationaltrust.org.uk,https://www.nationaltrust.org.uk/ickworth,
513,Dunwich Heath and Beach,117,0,A precious landscape on the Suffolk coast,52.25889,1.626715,Coastguard Cottages; Minsmere Road,Dunwich,Suffolk,England,IP17 3DJ,East of England,4.41729E+11,dunwichheath@nationaltrust.org.uk,https://www.nationaltrust.org.uk/dunwich-heath-and-beach,
514,The Courts Garden,97,1,Delightful English country garden,51.354401,-2.20101,Holt,near Bradford on Avon,Wiltshire,England,BA14 6RR,South West,4.41226E+11,courtsgarden@nationaltrust.org.uk,https://www.nationaltrust.org.uk/the-courts-garden,
515,Buscot Old Parsonage,58,1,Early 18th-century riverside house with small garden,51.679798,-1.66544,Buscot,Faringdon,Oxfordshire,England,SN7 8DQ,London and South East,4.41794E+11,buscot@nationaltrust.org.uk,https://www.nationaltrust.org.uk/buscot-old-parsonage,
516,Staunton Harold Church,312,1,"Imposing church built in 1653, with fine panelled interior",52.783401,-1.43658,Staunton Harold Estate,Ashby-de-la-Zouch,Leicestershire,England,LE65 1RW,Midlands,4.41333E+11,stauntonharold@nationaltrust.org.uk,https://www.nationaltrust.org.uk/staunton-harold-church,
517,Tintinhull Garden,331,1,"A place of floral beauty, tranquillity and innovation - a gardener's garden paradise.",50.975237,-2.709428,Farm Street; Tintinhull,Yeovil,Somerset,England,BA22 8PZ,South West,4.41458E+11,tintinhull@nationaltrust.org.uk,https://www.nationaltrust.org.uk/tintinhull-garden,
518,Hill Top,174,1,Beatrix Potter's 17th-century farmhouse: a time-capsule of her life,54.351101,-2.97054,Near Sawrey; Hawkshead,Ambleside,Cumbria,England,LA22 0LF,North West,4.41539E+11,hilltop@nationaltrust.org.uk,https://www.nationaltrust.org.uk/hill-top,
519,Llanerchaeron,208,1,"An elegant Georgian villa, set in the wooded Aeron valley. Remarkably unaltered for over 200 years, this self-sufficient estate includes a farm, walled gardens and lake",52.218201,-4.22546,Ciliau Aeron,near Aberaeron,Ceredigion,Wales,SA48 8DG,Wales,4.41546E+11,llanerchaeron@nationaltrust.org.uk,https://www.nationaltrust.org.uk/llanerchaeron,
520,Penbryn,6150,0,One of Ceredigion's best-kept secrets,52.139237,-4.491561,Sarnau,near Cardigan,Ceredigion,Wales,SA44 6QL,Wales,4.41546E+11,penbryn@nationaltrust.org.uk,https://www.nationaltrust.org.uk/penbryn,
521,Bath Assembly Rooms,25,1,Elegant public rooms at the heart of fashionable 18th-century Bath life,51.385799,-2.36123,Bennett Street,Bath,Somerset,England,BA1 2QH,South West,4.41225E+11,bathassemblyrooms@nationaltrust.org.uk,https://www.nationaltrust.org.uk/bath-assembly-rooms,
522,The Dodman,6134,0,"Towering above the sea, this historic headland offers dramatic, panoramic views",50.21985,-4.803553,Penare car park; Penare,St Austell,Cornwall,England,PL26 6NY,South West,4.41873E+11,thedodman@nationaltrust.org.uk,https://www.nationaltrust.org.uk/the-dodman,
523,Bideford Bay and Hartland,5060,0,Miles of unspoilt coastline that inspired Rudyard Kipling,51.013201,-4.443378,Rangers office; Brownsham,Hartland nr Bideford,Devon,England,EX39 6AN,South West,4.41237E+11,northdevon@nationaltrust.org.uk,https://www.nationaltrust.org.uk/bideford-bay-and-hartland,
524,Mr Straw's House,319,1,"Ordinary house, extraordinary home",53.3148,-1.11243,5-7 Blyth Grove,Worksop,Nottinghamshire,England,S81 0JG,Midlands,4.41909E+11,mrstrawshouse@nationaltrust.org.uk,https://www.nationaltrust.org.uk/mr-straws-house,
525,Witley and Milford Commons,5351,0,A rich and varied landscape buzzing with wildlife,51.155602,-0.66853,Haslemere Road,Witley,Surrey,England,GU8 5QA,London and South East,4.41429E+11,witley@nationaltrust.org.uk ,https://www.nationaltrust.org.uk/witley-and-milford-commons,
526,Ogwen Cottage,6235,0,Ranger base and outdoor centre nestled between the dramatic Carneddau and Glyderau mountain ranges ,53.123328,-4.018443,Ogwen Cottage; Nant Ffrancon,Bethesda,Gwynedd,Wales,LL57 3LZ,Wales,4.41249E+11,ogwen@nationaltrust.org.uk,https://www.nationaltrust.org.uk/ogwen-cottage,
527,Hardy Monument,167,1,Monument to Vice-Admiral Hardy,50.686199,-2.54871,Black Down,Portesham,Dorset,England,DT2 9HY,South West,4.41305E+11,hardymonument@nationaltrust.org.uk,https://www.nationaltrust.org.uk/hardy-monument,
528,Morwenstow,6229,0,A fascinating area of coast steeped in a history dominated by Parson Hawker,50.908706,-4.553768,near Bude,--,Cornwall,England,--,South West,4.41209E+11,morwenstow@nationaltrust.org.uk,https://www.nationaltrust.org.uk/morwenstow,
529,The Firs,6248,1,Birthplace of Sir Edward Elgar,52.1989833,-2.2834974,Elgar's Birthplace; Crown East Lane,Lower Broadheath,Worcestershire,England,WR2 6RH,Midlands,4.41905E+11,the.firs@nationaltrust.org.uk,https://www.nationaltrust.org.uk/the-firs,
530,Tatton Park,327,1,"An historical estate with a neo-classical mansion, 50 acres of landscaped Gardens, 1000 acres of deer Park, a rare breed farm and medieval Old Hall.",53.327599,-2.37039,--,Knutsford,Cheshire,England,WA16 6QN,North West,4.41625E+11,tatton@cheshireeast.gov.uk,https://www.nationaltrust.org.uk/tatton-park,
531,Hindhead Commons and the Devil's Punch Bowl,106,0,Spectacular views and walks in the Surrey Hills countryside,51.113998,-0.72858,London Road,Hindhead,Surrey,England,GU26 6AB,London and South East,4.41429E+11,--,https://www.nationaltrust.org.uk/hindhead-commons-and-the-devils-punch-bowl,
532,Ringmore and Kingston,6082,0,"A secluded, unspolit beach at Ayrmer",50.295425,-3.90933,Ringmore,Kingsbridge,Devon,England,TQ7,South West,4.41752E+11,southdevon@nationaltrust.org.uk,--,
533,Hardwick,161,1,An Elizabethan masterpiece,53.167801,-1.30813,Doe Lea,Chesterfield,Derbyshire,England,S44 5QJ,Midlands,4.41247E+11,hardwickhall@nationaltrust.org.uk,https://www.nationaltrust.org.uk/hardwick-hall,
534,Croome,101,1,"Expect the unexpected. Incredible innovation, colonial links, devastating loss, remarkable survival and magnificent restoration all in one place.",52.105154,-2.1662722,near High Green,Worcester,Worcestershire,England,WR8 9DW,Midlands,4.41905E+11,croome@nationaltrust.org.uk,https://www.nationaltrust.org.uk/croome,
535,Tudor Merchant's House,339,1,Time travel to Tudor Tenby and discover what life was like at our 15th century merchant's house.,51.671299,-4.69714,Quay Hill,Tenby,Pembrokeshire,Wales,SA70 7BX,Wales,4.41835E+11,tudormerchantshouse@nationaltrust.org.uk,https://www.nationaltrust.org.uk/tudor-merchants-house,
536,Pitstone Windmill,262,1, A rare and striking example of an early form of post mill,51.831402,-0.62699,--,Ivinghoe,Buckinghamshire,England,LU7 9ER,London and South East,4.41443E+11,pitstonemill@nationaltrust.org.uk,https://www.nationaltrust.org.uk/pitstone-windmill,
537,Keld Chapel,5220,1,Remote medieval chapel,54.523859,-2.691178,Keld Lane,Shap,Cumbria,England,CA10 3NW,North West,4.41768E+11,keldchapel@nationaltrust.org.uk,https://www.nationaltrust.org.uk/keld-chapel,
538,Canons Ashby,62,1,"A tranquil Tudor manor house set in rare terraced gardens, with the 'antient' Dryden family at its heart",52.149502,-1.16034,--,near Daventry,Northamptonshire,England,NN11 3SD,Midlands,4.41328E+11,canonsashby@nationaltrust.org.uk,https://www.nationaltrust.org.uk/canons-ashby,
539,Limpsfield Common,6127,0,Ancient common on the Greensand Ridge where time comes home to sleep,51.250685,0.042615,Limpsfield,Oxted,Surrey,England,RH8 0TW,London and South East,4.41343E+11,limpsfieldcommon@nationaltrust.org.uk,https://www.nationaltrust.org.uk/limpsfield-common,
540,Horner Wood,6240,0,"One of the largest and most beautiful ancient oak woods in Britain, a National Nature Reserve nestled on the Holnicote Estate.",51.184803,-3.585608,on Exmoor; near Minehead,--,Somerset,England,--,South West,4.41644E+11,hornerwood@nationaltrust.org.uk,https://www.nationaltrust.org.uk/horner-wood,
541,Arnside and Silverdale,5159,0,A place to explore miles of coastal countryside from clifftops to woodland and wildflower meadows.,54.189403,-2.844373,--,near Arnside,Cumbria,England,--,North West,4.41525E+11,morecambebayproperties@nationaltrust.org.uk,https://www.nationaltrust.org.uk/arnside-and-silverdale,
542,Springhill,307,1,A pretty 17th-century plantation house with walled garden,54.685699,-6.65569,20 Springhill Road; Moneymore,Magherafelt,County Londonderry,Northern Ireland,BT45 7NQ,Northern Ireland,4.42887E+11,springhill@nationaltrust.org.uk,https://www.nationaltrust.org.uk/springhill,
543,Hadrian's Wall and Housesteads Fort,157,0,Roman wall running through an often wild landscape,55.013199,-2.32881,Near Bardon Mill,Hexham,Northumberland,England,NE47 6NN,Yorkshire and North East,4.41434E+11,housesteads@nationaltrust.org.uk,https://www.nationaltrust.org.uk/hadrians-wall-and-housesteads-fort,
544,Crantock Beach,6230,0,"An expanse of golden sand, great for sandcastles and surfing",50.407092,-5.113636,North Cornwall coast,near Newquay,Cornwall,England,--,South West,4.41209E+11,crantockbeach@nationaltrust.org.uk,https://www.nationaltrust.org.uk/crantock-beach,
545,Spyway,5287,0,Towering sea cliffs and grasslands rich in wild flowers,50.6065,-2.005599,Langton Matravers,near Swanage,Dorset,England,BH19 3HG,South West,4.41929E+11,purbeck@nationaltrust.org.uk,https://www.nationaltrust.org.uk/spyway,
546,The Kymin,69,1,Charming 18th-century Round House and Naval Temple,51.809101,-2.68323,The Round House; The Kymin,Monmouth,Monmouthshire,Wales,NP25 3SF,Wales,4.41601E+11,kymin@nationaltrust.org.uk,https://www.nationaltrust.org.uk/kymin,
547,Charlecote Park,71,1,A Victorian home set in landscaped deer park,52.205101,-1.62103,Wellesbourne,Warwick,Warwickshire,England,CV35 9ER,Midlands,4.41789E+11,charlecotepark@nationaltrust.org.uk,https://www.nationaltrust.org.uk/charlecote-park,
548,Speke Hall,306,1,"A green oasis with a rare Tudor house at its heart, surrounded by beautiful gardens, woodland and glorious views over the River Mersey.",53.336498,-2.87353,The Walk,Speke,Liverpool,England,L24 1XD,North West,4.41514E+11,spekehall@nationaltrust.org.uk,https://www.nationaltrust.org.uk/speke-hall-garden-and-estate,
549,Clouds Hill,85,1,The rural retreat of T. E. Lawrence,50.717878,-2.251675,King George V Road; Bovington,near Wareham,Dorset,England,BH20 7NQ,South West,4.41929E+11,cloudshill@nationaltrust.org.uk,https://www.nationaltrust.org.uk/clouds-hill,
550,Orford Ness National Nature Reserve,249,0,"Internationally important coastal nature reserve, with a fascinating 20th-century military history",52.087399,1.54772,Quay Street; Orford,Woodbridge,Suffolk,England,IP12 2NU,East of England,4.41394E+11,orfordness@nationaltrust.org.uk,https://www.nationaltrust.org.uk/orford-ness-national-nature-reserve,
551,Porthcurno,6143,0,Exceptionally beautiful beach on a turquoise bay backed by granite cliffs.,50.0473,-5.6558,--,Porthcurno,Cornwall,England,TR19 6JX,South West,4.41737E+11,simon.hocking@nationaltrust.org.uk,https://www.nationaltrust.org.uk/porthcurno,
552,Hydon's Ball and Heath,6126,0,Memorial to Octavia Hill overlooking the Surrey Hills Area of Outstanding Natural Beauty,51.152508,-0.6014,Salt Lane,Godalming,Surrey,England,GU8 4BB,London and South East,4.41429E+11,hindhead@nationaltrust.org.uk,https://www.nationaltrust.org.uk/hydons-ball-and-heath,
553,Cape Cornwall,6100,0,The distinctive headland juts out into the ocean where two great bodies of water meet. Part of the Tin Coast and Cornish Mining World Heritage Site.,50.122658,-5.703191,Cape Cornwall Road; St Just,Penzance,Cornwall,England,TR19 7NN,South West,4.41737E+11,tincoast@nationaltrust.org.uk,https://www.nationaltrust.org.uk/cape-cornwall,
554,Carneddau and Glyderau,6011,0,Experience the wildest scenery that Snowdonia has to offer,53.123603,-4.020383,"National Trust, Bwthyn Ogwen; Nant Ffrancon",Bethesda,Gwynedd,Wales,LL57 3LZ,Wales,4.41249E+11,eryri@nationaltrust.org.uk,https://www.nationaltrust.org.uk/carneddau-and-glyderau,
555,Marsden Moor Estate,223,0,Take a walk on the wild side and enjoy the rugged moorland landscape.,53.601845,-1.93045,"Marsden Moor Office and Information Room; The Old Goods Yard, Station Road",Marsden,West Yorkshire,England,HD7 6DH,Yorkshire and North East,4.41485E+11,marsdenmoor@nationaltrust.org.uk,https://www.nationaltrust.org.uk/marsden-moor-estate,
556,Dunstable Downs and the Whipsnade Estate,118,0,"Enjoy your day your way. Relax, exercise or play with spectacular views and a seemingly endless sky in an Area of Outstanding Natural Beauty",51.865538,-0.537432,Whipsnade Road,Dunstable,Bedfordshire,England,LU6 2GY,East of England,4.41583E+11,dunstabledowns@nationaltrust.org.uk,https://www.nationaltrust.org.uk/dunstable-downs-and-whipsnade-estate,
557,Wimpole Estate,375,1,"A working estate still guided by the seasons, with an impressive mansion, parkland, gardens and Home Farm",52.1400038,-0.0488461,Arrington,Royston,Cambridgeshire,England,SG8 0BW,East of England,4.41223E+11,wimpolehall@nationaltrust.org.uk,https://www.nationaltrust.org.uk/wimpole-estate,
558,Woodchester Park,383,1,Beautiful secluded wooded valley,51.710999,-2.28751,Nympsfield,near Stonehouse,Gloucestershire,England,GL10 3TS,South West,4.41453E+11,cotswolds@nationaltrust.org.uk,https://www.nationaltrust.org.uk/woodchester-park,
559,Bradley,48,1,"Delightful medieval manor house, set in woodland and meadows",50.5256,-3.62486,Totnes road,Newton Abbot,Devon,England,TQ12 1LX,South West,4.41804E+11,bradley@nationaltrust.org.uk,https://www.nationaltrust.org.uk/bradley,
560,Sudbury Hall and the National Trust Museum of Childhood,321,1,Late 17th-century house with lavish interiors and the Museum of Childhood,52.886299,-1.76674,Main Road; Sudbury,Ashbourne,Derbyshire,England,DE6 5HT,Midlands,4.41284E+11,sudburyhall@nationaltrust.org.uk,https://www.nationaltrust.org.uk/sudbury-hall-and-the-national-trust-museum-of-childhood,
561,Stackpole Centre,4552,0,Award-winning centre for educational and corporate needs as well as family holidays ,51.622639,-4.92739,Old Home Farm Yard; Stackpole,near Pembroke,Pembrokeshire,Wales,SA71 5DQ,Wales,--,stackpole.bookings@nationaltrust.org.uk,https://www.nationaltrust.org.uk/stackpole-centre,
562,Lansallos,6097,0,A wild and quiet Cornish landscape,50.33766,-4.5681627,Lansallos,Looe,Cornwall,England,PL13 2PX,South West,4.41727E+11,southeastcornwall@nationaltrust.org.uk,https://www.nationaltrust.org.uk/lansallos,
563,Marloes Sands and Mere,5105,0,"Escape to the Marloes Peninsula, a hidden gem nestled on the very western edge of Pembrokeshire. Stunning seascapes and a wealth of wildlife are waiting to greet you.",51.726572,-5.218818,Marloes Peninsula,--,Pembrokeshire,Wales,SA62,Wales,4.41438E+11,marloessands@nationaltrust.org.uk ,https://www.nationaltrust.org.uk/marloes-sands-and-mere,
564,Carlyle's House,64,1,The Chelsea home of a Victorian literary couple,51.484326,-0.170021,24 Cheyne Row,Chelsea,London,England,SW3 5HL,London and South East,4.42074E+11,carlyleshouse@nationaltrust.org.uk,https://www.nationaltrust.org.uk/carlyles-house,
565,Outridge Farm,6073,0,A traditional English landscape,51.253806,0.100372,Piper's Green Road; Brasted,Westerham,Kent,England,TN16 1ND,London and South East,4.41733E+11,kentcountryside@nationaltrust.org.uk,--,
566,Chastleton House,73,1,"Discover the myths and memories of an ancient country house, a compelling time capsule of 400 years of family life",51.960098,-1.63895,Chastleton,near Moreton-in-Marsh,Oxfordshire,England,GL56 0SU,London and South East,4.41609E+11,chastleton@nationaltrust.org.uk,https://www.nationaltrust.org.uk/chastleton-house,
567,Oakhurst Cottage,244,1,A glimpse into England's rural past,51.132801,-0.62291,Hambledon,near Godalming,Surrey,England,GU8 4HF,London and South East,4.41483E+11,oakhurstcottage@nationaltrust.org.uk,https://www.nationaltrust.org.uk/oakhurst-cottage,
568,Mwnt,6146,0,Beautiful secluded bay with a sandy beach,52.1354,-4.64063,--,near Cardigan,--,Wales,SA43 1QH,Wales,4.41546E+11,mwnt@nationaltrust.org.uk,https://www.nationaltrust.org.uk/mwnt,
569,Wasdale,353,0,Towering mountains and the deepest lake in England,54.4561,-3.2626,Lake Head car park,near Seascale,Cumbria,England,CA20 1EX,North West,4.41947E+11,wasdale@nationaltrust.org.uk,https://www.nationaltrust.org.uk/wasdale,
570,Winchester City Mill,377,1,Working watermill in the heart of Winchester,51.062,-1.30771,Bridge Street,Winchester,Hampshire,England,SO23 9BH,London and South East,4.41963E+11,winchestercitymill@nationaltrust.org.uk,https://www.nationaltrust.org.uk/winchester-city-mill,
571,Devil's Dyke,5204,0,A legendary beauty spot on the South Downs,50.8845954,-0.2123548,Devil's Dyke,Nr Brighton,West Sussex,England,--,London and South East,4.41274E+11,devilsdyke@nationaltrust.org.uk,https://www.nationaltrust.org.uk/devils-dyke,
572,Bredon Barn,47,1,Large medieval threshing barn,52.030201,-2.11954,Bredon,near Tewkesbury,Worcestershire,England,GL20 7EG,South West,4.41453E+11,cotswolds@nationaltrust.org.uk,https://www.nationaltrust.org.uk/bredon-barn,
573,Cley Hill,6109,0,Distinctive landmark rich in wildlife and archaeology with a tremendous panorama,51.20299,-2.232584,Cley Hill; Corsley,Warminster,Wiltshire,England,BA12 7QU,South West,4.41673E+11,wiltshire.countryside@nationaltrust.org.uk,https://www.nationaltrust.org.uk/cley-hill,
574,Saltram,289,1,"A house full of treasures, stories & intrigue. A secret garden to lose yourself in, plus a park that cyclists, walkers, & our four legged friends love.",50.3815,-4.08548,Plympton,Plymouth,Devon,England,PL7 1UH,South West,4.41752E+11,saltram@nationaltrust.org.uk,https://www.nationaltrust.org.uk/saltram,
575,Cliveden,82,1,Glorious gardens and woodlands overlooking the River Thames,51.556596,-0.681394,Cliveden Road; Taplow,Maidenhead,Buckinghamshire,England,SL1 8NS,London and South East,4.41629E+11,cliveden@nationaltrust.org.uk,https://www.nationaltrust.org.uk/cliveden,
576,Hinton Ampner,175,1,Elegant country house with highly distinctive gardens,51.044591,-1.151521,Hinton Ampner,near Alresford,Hampshire,England,SO24 0LA,London and South East,4.41963E+11,hintonampner@nationaltrust.org.uk,https://www.nationaltrust.org.uk/hinton-ampner,
577,Sutton House and Breaker's Yard,324,1,A fascinating Tudor house at the heart of a vibrant community,51.548,-0.04921,2 and 4 Homerton High Street,Hackney,London,England,E9 6JQ,London and South East,4.4209E+11,suttonhouse@nationaltrust.org.uk,https://www.nationaltrust.org.uk/sutton-house-and-breakers-yard,
578,Gunwalloe,6215,0,"A site of archaeological importance surrounded by dunes, beaches, a medieval church and a reedbed rich in wildlife.",50.041934,-5.2701813,Gunwalloe; near Helston,--,Cornwall,England,TR12 7QE,South West,4.41327E+11,gunwalloe@nationaltrust.org.uk,https://www.nationaltrust.org.uk/gunwalloe,
579,Attingham Park,18,1,An 18th-century estate for all seasons with 200 acres of parkland and Regency Mansion,52.685842,-2.671193,Atcham,Shrewsbury,Shropshire,England,SY4 4TP,Midlands,4.41744E+11,attingham@nationaltrust.org.uk,https://www.nationaltrust.org.uk/attingham-park,
580,Birling Gap and the Seven Sisters,5125,0,"A popular coastal hub, where the South Downs meet the sea",50.742905,0.201166,East Dean,near Eastbourne,East Sussex,England,BN20 0AB,London and South East,4.41323E+11,birlinggap@nationaltrust.org.uk,https://www.nationaltrust.org.uk/birling-gap-and-the-seven-sisters,
581,Mount Grace Priory,235,1,Ruin of a 14th-century Carthusian priory,54.380402,-1.30984,Staddle Bridge,Northallerton,North Yorkshire,England,DL6 3JG,Yorkshire and North East,4.4161E+11,mountgracepriory@nationaltrust.org.uk,https://www.nationaltrust.org.uk/mount-grace-priory,
582,Little Dartmouth,6080,0,"A gentle coastal landscape west of Dartmouth with wonderful views, wild flowers and the ruins of a Civil War encampment",50.333683,-3.57502,Stoke Fleming,Dartmouth,Devon,England,TQ6 0JP,South West,4.41752E+11,littledartmouth@nationaltrust.org.uk,https://www.nationaltrust.org.uk/little-dartmouth,
583,Baggy Point,4528,0,The impressive headland at Croyde with crashing waves and dramatic cliffs,51.136017,-4.245381,Moor Lane,Croyde,Devon,England,EX33 1PA,South West,4.41272E+11,northdevon@nationaltrust.org.uk,https://www.nationaltrust.org.uk/baggy-point,
584,Copt Hall Marshes,5327,0,Explore the beautiful Blackwater Estuary,51.795619,0.869801,Copt Hall Lane,Little Wigborough,Essex,England,CO5 7RD,East of England,--,copthall@nationaltrust.org.uk,https://www.nationaltrust.org.uk/copt-hall-marshes,
585,Plas yn Rhiw,264,1,Delightful manor house with ornamental garden and wonderful views,52.823399,-4.616,Rhiw,Pwllheli,Gwynedd,Wales,LL53 8AB,Wales,4.41759E+11,plasynrhiw@nationaltrust.org.uk,https://www.nationaltrust.org.uk/plas-yn-rhiw,
586,Hare Hill,166,1,"A tranquil wooded garden, surrounded by historic parkland, with a delightful walled garden at its heart.",53.283518,-2.191945,Over Alderley,Macclesfield,Cheshire,England,SK10 4PY,North West,4.41626E+11,harehill2@nationaltrust.org.uk,https://www.nationaltrust.org.uk/hare-hill,
587,Pepperbox Hill,6107,0,Chalk ridge landmark with far-reaching views and rich natural heritage,51.022227,-1.698016,"Pepperbox Hill; A36, 6 miles south of Salisbury",Salisbury,Wiltshire,England,SP5 3QL,South West,4.41673E+11,wiltshire.countryside@nationaltrust.org.uk,https://www.nationaltrust.org.uk/pepperbox-hill,
588,Great Coxwell Barn,151,1,13th-century stone barn,51.642799,-1.61404,Great Coxwell,Faringdon,Oxfordshire,England,SN7 7LZ,London and South East,4.41794E+11,greatcoxwellbarn@nationaltrust.org.uk,https://www.nationaltrust.org.uk/great-coxwell-barn,
589,Birmingham Back to Backs,2506,1,"Carefully restored, atmospheric 19th-century courtyard of working people's houses",52.473999,-1.8963,55-63 Hurst Street/50-54 Inge Street,Birmingham,West Midlands,England,B5 4TE,Midlands,4.41217E+11,backtobacks@nationaltrust.org.uk,https://www.nationaltrust.org.uk/birmingham-back-to-backs,
590,Attingham Park Estate: Cronkhill,2507,1,One of the first and finest examples of John Nash's Italianate villa designs,52.669399,-2.68733,near Atcham,Shrewsbury,Shropshire,England,SY5 6JP,Midlands,4.41744E+11,cronkhill@nationaltrust.org.uk,https://www.nationaltrust.org.uk/attingham-park-estate-cronkhill,
591,Maidenhead and Cookham Commons,6119,0,An historic landscape full of natural beauty,51.559538,-0.714663,Pinkneys Green; Pinkneys Drive,Maidenhead,Berkshire,England,SL6 6QD,London and South East,--,maidenheadandcookham@nationaltrust.org.uk,https://www.nationaltrust.org.uk/maidenhead-and-cookham-commons,
592,Farnborough Hall,125,1,Honey-coloured stone house with exquisite plasterwork and fine landscaped garden,52.136902,-1.36541,Farnborough,near Banbury,Warwickshire,England,OX17 1DU,Midlands,4.41296E+11,farnboroughhall@nationaltrust.org.uk,https://www.nationaltrust.org.uk/farnborough-hall,
